"","ORF","Long_description","haploids_SR7575_exp1","haploids_SR7575_exp2","avghaplo","rank1","rank2","Gene","SGTC_352","SGTC_513","SGTC_1789","CDC48_YDL126C_tsq209","CDC48_YDL126C_tsq208","RPN4_YDL020C","INO2_YDR123C","SRP101_YDR292C_damp","HAC1_YFL031W","OPI3_YJR073C","PGA3_YML125C_damp","UBC7_YMR022W","YNL181W_YNL181W_damp","4166_8_HOP_0148"
"62","YAR029W","YAR029W  DEL Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern",0.358297349225268,-0.358014182030738,0.000141583597265016,4328,394,"YAR029W",-0.789745369109967,1.64293018431761,-0.412503203871134,NA,-0.051536,-0.028224,0.018237,-0.018408,0.004969,-0.035939,0.006611,-0.068595,-0.010151,0.317770900670044
"63","YAR030C","YAR030C  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9",0.0374245455414684,0.0477877579636382,0.0426061517525533,2507,2692,"YAR030C",-1.94037460617891,0.00319993013744327,-0.304518274842949,NA,0.012888,0.01431,0.009483,0.020207,-0.025715,0.02364,0.045223,0.05137,-0.006044,-0.00440785221085268
"64","YAR031W","YAR031W PRM9 DEL Pheromone-regulated protein; contains 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family; PRM9 has a paralog, PRM8, that arose from a segmental duplication",0.247611831767757,0.028244738787389,0.137928285277573,3973,2501,"PRM9",-0.886724125663211,0.035441177036955,-0.00668499022778992,NA,0.012316,0.008785,-0.030804,0.011877,-0.014241,-0.064879,0.011984,-0.013764,-0.040969,-0.0429570997505601
"65","YAR035W","YAR035W YAT1 DEL Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated",-0.185356606256235,-0.0819523233348597,-0.133654464795547,912,1444,"YAT1",-0.0456535962962931,-1.6526827120499,-1.36707037645169,NA,-0.006894,0.006194,0.005239,-0.00538,-0.01674,0.036233,-0.046391,0.013851,-0.011315,0.745197853315426
"66","YAR042W","YAR042W SWH1 DEL Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction; SWH1 has a paralog, OSH2, that arose from the whole genome duplication",0.226792086757883,0.0491695645149331,0.137980825636408,3881,2709,"SWH1",-0.276243593534213,-0.589082529472947,0.343208350215033,NA,0.004996,0.006513,0.024403,0.004603,0.061238,0.072945,0.021755,-0.021809,0.029736,1.72978274440114
"67","YAR047C","YAR047C  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",0.00120507982625617,0.00611698347888793,0.00366103165257205,2236,2253,"YAR047C",1.45326538146448,0.253589834291675,-0.433681807708161,NA,-0.0098,0.006216,0.14558,-0.022446,0.020504,-0.072176,0.008645,0.047805,0.039385,0.539136030733419
"68","YAR050W","YAR050W FLO1 DEL Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; FLO1 has a paralog, FLO5, that arose from a segmental duplication",0.282358400918838,0.103412567064689,0.192885483991764,4112,3191,"FLO1",-0.291634591306547,-0.873075277083328,1.16253004416987,NA,-0.013907,-0.020051,0.01334,0.091897,0.021223,-0.020788,0.019775,0.043007,-0.04199,-0.0330286208235439
"69","YBL001C","YBL001C ECM15 DEL Non-essential protein of unknown function; likely exists as tetramer, may be regulated by the binding of small-molecule ligands (possibly sulfate ions), may have a role in yeast cell-wall biogenesis",0.041213342849312,0.445104962582012,0.243159152715662,2545,4607,"ECM15",0.597671271533881,0.366765457902496,3.43911252483779,NA,0.021412,-0.03791,0.011971,0.042057,-0.008371,0.01658,0.051214,0.017539,-0.026268,-0.0918576034281766
"70","YBL002W","YBL002W HTB2 DEL Histone H2B; core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB1; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates reassembly after DNA replication, transcriptional activation, meiotic DSB formation and H3 methylation",0.445099666902584,0.40722284368121,0.426161255291897,4510,4534,"HTB2",2.0262529568749,0.240276383188119,0.979048002365969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.712900434046234
"71","YBL003C","YBL003C HTA2 DEL Histone H2A; core histone protein required for chromatin assembly and chromosome function; one of two nearly identical (see also HTA1) subtypes; DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p",0.174363480538097,0.218965866536112,0.196664673537104,3586,3941,"HTA2",-1.08374757148339,-0.601468211760284,-0.214538007235143,NA,0.00062,-0.005664,0.017206,0.050077,-0.0174,0.032282,0.008887,0.046717,0.008554,0.714866986500215
"72","YBL004W","YBL004W UTP20 DAMP Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA",-0.252621665461031,0.029875837411087,-0.111372914024972,705,2517,"UTP20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","YBL005W","YBL005W PDR3 DEL Transcriptional activator of the pleiotropic drug resistance network; regulates expression of ATP-binding cassette (ABC) transporters through binding to cis-acting PDRE sites (PDR responsive elements); post-translationally up-regulated in cells lacking functional mitochondrial genome; involved in diauxic shift; relative distribution to nucleus increases upon DNA replication stress; PDR3 has a paralog, PDR1, that arose from the whole genome duplication",-0.0731183061421605,0.162466494612859,0.0446740942353493,1615,3627,"PDR3",0.967394720629853,-0.522325501408519,2.63915900170727,NA,0.011645,-0.019634,0.019134,-0.017044,0.012652,-0.027715,-0.017665,-0.024375,0.012024,-0.0579267292401661
"74","YBL006C","YBL006C LDB7 DEL Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Npl6p, and Htl1p to form a module important for a broad range of RSC functions",-1.65771273240416,-0.538485709847151,-1.09809922112566,62,253,"LDB7",0.35204870410983,1.03953879417048,-0.410141280074551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.745096321767693
"75","YBL007C","YBL007C SLA1 DEL Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains",0.236538437426473,0.501401913321079,0.368970175373776,3926,4662,"SLA1",2.22051428522573,6.45259118348029,-0.555835873648419,NA,0.08392,0.02581,0.054855,0.058857,0.064514,0.053826,0.037199,-0.00741,-0.466558,0.406238901730835
"76","YBL008W","YBL008W HIR1 DEL Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; contributes to nucleosome formation, heterochromatic gene silencing, and formation of functional kinetochores",0.641623701354478,0.105783832803035,0.373703767078757,4738,3213,"HIR1",0.305497497221763,1.88071205375776,0.788522457960128,NA,-0.022546,-0.04445,0.062339,-0.006782,-0.013297,0.079588,0.010751,0.002108,0.020208,0.136041425128172
"77","YBL009W","YBL009W ALK2 DEL Protein kinase; along with its paralog, ALK1, required for proper spindle positioning and nuclear segregation following mitotic arrest, proper organization of cell polarity factors in mitosis, proper localization of formins and polarity factors, and survival in cells that activate spindle assembly checkpoint; phosphorylated in response to DNA damage; ALK2 has a paralog, ALK1, that arose from the whole genome duplication; similar to mammalian haspins",0.0891809803060371,-0.0204608205668408,0.0343600798695982,2951,1987,"ALK2",0.240106897659177,-0.68377316939329,-0.92950311785761,NA,-0.019842,-0.020034,0.035538,-0.008824,0.040105,0.002349,0.010333,0.009013,-0.006617,9.45313840897463e-06
"78","YBL010C","YBL010C  DEL Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein colocalizes with clathrin-coated vesicles",-0.10618339859423,0.11344247438799,0.00362953789688,1370,3274,"YBL010C",0.403557958447383,0.0242152400262593,1.06666003685888,NA,0.013808,0.022563,0.014405,-0.10612,0.087254,0.071773,-0.008292,0.000994,0.056709,-0.300379200131941
"79","YBL011W","YBL011W SCT1 DEL Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed",-0.868035036461161,-0.490740472670129,-0.679387754565645,172,276,"SCT1",0.985655088710307,-1.50210029993367,-0.714197007233186,NA,0.015744,-0.024913,-0.062686,0.050511,-0.019289,0.071707,0.027077,-0.085524,0.000922,-2.3821753992979
"80","YBL012C","YBL012C  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",-0.286246164605729,-0.432951556553577,-0.359598860579653,617,324,"YBL012C",1.63307908333207,-1.86780799664962,-0.0500112127343954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67833963313487
"81","YBL014C","YBL014C RRN6 DAMP Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p",0.195299380304525,-0.0196158502510945,0.0878417650267153,3717,1996,"RRN6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","YBL015W","YBL015W ACH1 DEL Protein with CoA transferase activity; particularly for CoASH transfer from succinyl-CoA to acetate; has minor acetyl-CoA-hydrolase activity; phosphorylated; required for acetate utilization and for diploid pseudohyphal growth",0.258099050489347,-0.0114845232134569,0.123307263637945,4025,2082,"ACH1",-0.658373948327434,0.020985393204227,2.94625299344942,NA,-0.025054,0.013315,-0.028134,0.025738,-0.109847,-0.04349,-0.035889,-0.028926,0.046355,-0.416101684754354
"83","YBL016W","YBL016W FUS3 DEL Mitogen-activated serine/threonine protein kinase involved in mating; phosphoactivated by Ste7p; substrates include Ste12p, Far1p, Bni1p, Sst2p; inhibits invasive growth during mating by phosphorylating Tec1p, promoting its; inhibits recruitment of Ste5p, Cdc42p-mediated asymmetry and mating morphogenesis",0.521216353504364,-0.0139050779278828,0.253655637788241,4619,2055,"FUS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","YBL017C","YBL017C PEP1 DEL Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments",0.129984339911594,0.306368501577189,0.218176420744391,3260,4278,"PEP1",-0.764807293573305,-0.485999399623957,0.897144399331254,NA,-0.012647,0.002208,0.102168,-0.027898,0.005544,0.019778,-0.058504,0.010868,-0.054619,-0.162111460347967
"85","YBL018C","YBL018C POP8 DAMP Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia",-0.106358258572938,0.526330253398,0.209985997412531,1367,4690,"POP8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","YBL019W","YBL019W APN2 DEL Class II abasic (AP) endonuclease involved in repair of DNA damage; homolog of human HAP1 and E. coli exoIII",0.0280217153987337,0.203305421772006,0.11566356858537,2441,3872,"APN2",0.176466443260711,-0.0651373018205838,-0.0181169406137113,NA,0.001304,-0.006159,0.008712,0.04291,-0.05622,0.018643,-0.017165,0.012892,0.035805,-0.021325166512925
"87","YBL020W","YBL020W RFT1 DAMP Membrane protein required for translocation of Man5GlcNac2-PP-Dol; required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein; essential gene",0.185965388100051,-0.183899030153861,0.001033178973095,3665,823,"RFT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","YBL021C","YBL021C HAP3 DEL Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences contributing to both complex assembly and DNA binding",-0.00344086176669909,0.128867782186702,0.0627134602100015,2194,3388,"HAP3",-2.80849757940782,-2.2914497688677,0.436166660009008,NA,0.008395,0.009969,-0.000199,-0.112678,-0.006519,-0.034648,-0.122553,-0.057674,0.014467,NA
"89","YBL022C","YBL022C PIM1 DEL ATP-dependent Lon protease; involved in degradation of misfolded proteins in mitochondria; required for biogenesis and maintenance of mitochondria",0.116671208557154,0.406865127530972,0.261768168044063,3171,4533,"PIM1",-0.222751496897252,1.68187083985688,0.188450955754665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.170317307857315
"90","YBL023C","YBL023C MCM2 DAMP Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; relative distribution to the nucleus increases upon DNA replication stress",-0.20254769444451,0.0972006757485598,-0.0526735093479751,844,3144,"MCM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","YBL027W","YBL027W RPL19B DEL Ribosomal 60S subunit protein L19B; rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal; homologous to mammalian ribosomal protein L19, no bacterial homolog; RPL19B has a paralog, RPL19A, that arose from the whole genome duplication",0.514492362091757,0.2245023404504,0.369497351271078,4605,3968,"RPL19B",0.396967669689334,2.35749076027656,2.65891622759019,NA,-0.044089,-0.01584,-0.035311,-0.001712,-0.090841,-0.011707,-0.013949,-0.043817,-0.093199,4.27118183023981
"92","YBL028C","YBL028C  DEL Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; predicted to be involved in ribosome biogenesis",0.332055112216622,-0.027803866812726,0.152125622701948,4275,1921,"YBL028C",0.778816766563335,-0.587819657009476,2.36588055335164,NA,-0.00708,0.008081,-0.016852,0.031135,-0.017427,-0.014684,0.028981,0.01637,0.004426,0.248439550528049
"93","YBL029W","YBL029W  DEL Non-essential protein of unknown function",0.080380371892764,0.00843972187169254,0.0444100468822283,2877,2280,"YBL029W",0.378744460382478,-0.801525411010604,0.936632463875061,NA,0.031264,0.010896,-0.001424,0.042605,-0.059277,-0.011516,-0.001492,-0.018463,-0.015849,-0.0850677889948685
"94","YBL031W","YBL031W SHE1 DEL Mitotic spindle protein; interacts with components of the Dam1 (DASH) complex, its effector Sli15p, and microtubule-associated protein Bim1p; also localizes to nuclear microtubules and to the bud neck in a ring-shaped structure; inhibits dynein function",0.213675610529821,-0.0522856022187578,0.0806950041555316,3822,1693,"SHE1",0.183004433290187,0.0246513966034649,-0.38335237687518,NA,-0.023712,-0.014707,0.024351,-0.000402,0.002178,0.037012,-0.087138,0.031042,0.011095,-0.61273071613743
"95","YBL032W","YBL032W HEK2 DEL RNA binding protein involved in asymmetric localization of ASH1 mRNA; represses translation of ASH1 mRNA, an effect reversed by Yck1p-dependent phosphoryation; regulates telomere position effect and length; similarity to hnRNP-K",-0.0130393280485735,-0.230639112081334,-0.121839220064954,2118,639,"HEK2",0.425647080523799,3.50270377336961,-0.383859244777529,NA,0.004549,0.027823,0.059723,0.014675,-0.005446,0.024643,0.032191,0.022726,0.004735,1.79506479131084
"96","YBL034C","YBL034C STU1 DAMP Component of the mitotic spindle; binds to interpolar microtubules via its association with beta-tubulin (Tub2p); required for interpolar microtubules to provide an outward force on the spindle poles",0.0525489400727033,-0.0534734438780196,-0.00046225190265815,2638,1683,"STU1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","YBL035C","YBL035C POL12 DAMP B subunit of DNA polymerase alpha-primase complex; required for initiation of DNA replication during mitotic and premeiotic DNA synthesis; also functions in telomere capping and length regulation",-0.079393872642254,0.0226174793432966,-0.0283881966494787,1557,2443,"POL12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","YBL036C","YBL036C  DEL Putative non-specific single-domain racemase; based on structural similarity; binds pyridoxal 5'-phosphate; expression of GFP-fusion protein induced in response to the DNA-damaging agent MMS",0.139021753432122,0.0459878509445302,0.0925048021883261,3351,2675,"YBL036C",-0.429222869799042,-0.715568683031308,1.34145308251478,NA,0.007551,-0.005707,0.000621,-0.104506,0.017844,0.007606,-0.008855,0.012645,-0.000721,-0.922911782957083
